document,text,keyword,event_trigger,temporal_status,measurability,event_factuality,kw_is_nsubj,kw_is_dobj,kw_is_pobj,category,text_kw_et,text_kw,relation_time_specification,relation_unit
9.txt,"How exactly these additional emission reductions will be achieved is now down to the new government coalition between Germany’s Social Democrats, Greens and Free Democrats.",12-48 [these additional emission reductions],57-65 [achieved],ongoing,1.0,1_medium,False,False,False,situation,"How exactly these additional emission reductions will be achieved is now down to the new government coalition between Germany’s Social Democrats, Greens and Free Democrats. (keyword: ""these additional emission reductions"", event trigger: ""achieved"")","How exactly these additional emission reductions will be achieved is now down to the new government coalition between Germany’s Social Democrats, Greens and Free Democrats. (keyword: ""these additional emission reductions"")",,
92.txt,"They include areas such as net-zero industry transitions, responsible value chains, sustainable technologies, ESG measurement, consumer experiences, and developing sustainable organizations, leadership and learning.",164-189 [sustainable organizations],5-12 [include],ongoing,1.0,_,False,True,False,situation,"They include areas such as net-zero industry transitions, responsible value chains, sustainable technologies, ESG measurement, consumer experiences, and developing sustainable organizations, leadership and learning. (keyword: ""sustainable organizations"", event trigger: ""include"")","They include areas such as net-zero industry transitions, responsible value chains, sustainable technologies, ESG measurement, consumer experiences, and developing sustainable organizations, leadership and learning. (keyword: ""sustainable organizations"")",,
92.txt,"They include areas such as net-zero industry transitions, responsible value chains, sustainable technologies, ESG measurement, consumer experiences, and developing sustainable organizations, leadership and learning.",191-201 [leadership],5-12 [include],ongoing,1.0,_,False,False,False,situation,"They include areas such as net-zero industry transitions, responsible value chains, sustainable technologies, ESG measurement, consumer experiences, and developing sustainable organizations, leadership and learning. (keyword: ""leadership"", event trigger: ""include"")","They include areas such as net-zero industry transitions, responsible value chains, sustainable technologies, ESG measurement, consumer experiences, and developing sustainable organizations, leadership and learning. (keyword: ""leadership"")",,
92.txt,"They include areas such as net-zero industry transitions, responsible value chains, sustainable technologies, ESG measurement, consumer experiences, and developing sustainable organizations, leadership and learning.",27-56 [net-zero industry transitions],5-12 [include],ongoing,1.0,_,False,False,True,situation,"They include areas such as net-zero industry transitions, responsible value chains, sustainable technologies, ESG measurement, consumer experiences, and developing sustainable organizations, leadership and learning. (keyword: ""net-zero industry transitions"", event trigger: ""include"")","They include areas such as net-zero industry transitions, responsible value chains, sustainable technologies, ESG measurement, consumer experiences, and developing sustainable organizations, leadership and learning. (keyword: ""net-zero industry transitions"")",,
92.txt,"They include areas such as net-zero industry transitions, responsible value chains, sustainable technologies, ESG measurement, consumer experiences, and developing sustainable organizations, leadership and learning.",84-108 [sustainable technologies],5-12 [include],ongoing,1.0,_,False,False,False,situation,"They include areas such as net-zero industry transitions, responsible value chains, sustainable technologies, ESG measurement, consumer experiences, and developing sustainable organizations, leadership and learning. (keyword: ""sustainable technologies"", event trigger: ""include"")","They include areas such as net-zero industry transitions, responsible value chains, sustainable technologies, ESG measurement, consumer experiences, and developing sustainable organizations, leadership and learning. (keyword: ""sustainable technologies"")",,
93.txt,"It runs in our DNA to keep our promises and make a positive impact in our host communities, as demonstrated by our Corporate Social Responsibility initiatives.",111-158 [our Corporate Social Responsibility initiatives],95-107 [demonstrated],ongoing,1.0,3_max,False,False,True,belief,"It runs in our DNA to keep our promises and make a positive impact in our host communities, as demonstrated by our Corporate Social Responsibility initiatives. (keyword: ""our Corporate Social Responsibility initiatives"", event trigger: ""demonstrated"")","It runs in our DNA to keep our promises and make a positive impact in our host communities, as demonstrated by our Corporate Social Responsibility initiatives. (keyword: ""our Corporate Social Responsibility initiatives"")",,
94.txt,We are committed to ensuring that our operations are conducted responsibly and with respect for human rights and the environment.  ,84-91 [respect],53-62 [conducted],ongoing,1.0,1_medium,False,False,True,intention,"We are committed to ensuring that our operations are conducted responsibly and with respect for human rights and the environment. (keyword: ""respect"", event trigger: ""conducted"")","We are committed to ensuring that our operations are conducted responsibly and with respect for human rights and the environment. (keyword: ""respect"")",,
94.txt,We are committed to ensuring that our operations are conducted responsibly and with respect for human rights and the environment.  ,96-108 [human rights],53-62 [conducted],ongoing,1.0,1_medium,False,False,True,intention,"We are committed to ensuring that our operations are conducted responsibly and with respect for human rights and the environment. (keyword: ""human rights"", event trigger: ""conducted"")","We are committed to ensuring that our operations are conducted responsibly and with respect for human rights and the environment. (keyword: ""human rights"")",,
96.txt,"In our core business, which covers all Group activities with the exception of Coal / Nuclear, the share of women in executive positions was 19 % at the end of 2021.",107-112 [women],136-139 [was],past,4.0,_,False,False,True,situation,"In our core business, which covers all Group activities with the exception of Coal / Nuclear, the share of women in executive positions was 19 % at the end of 2021. (keyword: ""women"", event trigger: ""was"")","In our core business, which covers all Group activities with the exception of Coal / Nuclear, the share of women in executive positions was 19 % at the end of 2021. (keyword: ""women"")",152-163 [end of 2021],140-144 [19 %]
98.txt,The Group is committed to protecting biodiversity through its sustainable development policies and initiatives.  ,37-49 [biodiversity],26-36 [protecting],ongoing,1.0,0_low,False,True,False,intention,"The Group is committed to protecting biodiversity through its sustainable development policies and initiatives. (keyword: ""biodiversity"", event trigger: ""protecting"")","The Group is committed to protecting biodiversity through its sustainable development policies and initiatives. (keyword: ""biodiversity"")",,
98.txt,The Group is committed to protecting biodiversity through its sustainable development policies and initiatives.  ,62-94 [sustainable development policies],26-36 [protecting],ongoing,1.0,0_low,False,False,True,intention,"The Group is committed to protecting biodiversity through its sustainable development policies and initiatives. (keyword: ""sustainable development policies"", event trigger: ""protecting"")","The Group is committed to protecting biodiversity through its sustainable development policies and initiatives. (keyword: ""sustainable development policies"")",,
